#source_node	source_class	dest_node	dest_class	edge_class
426	h	90	s	h-s
713	h	120	s	h-s
544	h	120	s	h-s
376	h	120	s	h-s
450	h	120	s	h-s
714	h	120	s	h-s
715	h	120	s	h-s
426	h	120	s	h-s
470	h	73	s	h-s
829	h	53	s	h-s
391	h	94	s	h-s
476	h	94	s	h-s
444	h	94	s	h-s
447	h	94	s	h-s
391	h	21	s	h-s
476	h	21	s	h-s
428	h	21	s	h-s
444	h	21	s	h-s
447	h	21	s	h-s
433	h	42	s	h-s
530	h	42	s	h-s
830	h	42	s	h-s
830	h	0	s	h-s
640	h	54	s	h-s
551	h	54	s	h-s
368	h	98	s	h-s
370	h	98	s	h-s
637	h	53	s	h-s
376	h	156	s	h-s
428	h	156	s	h-s
366	h	156	s	h-s
449	h	40	s	h-s
471	h	40	s	h-s
524	h	40	s	h-s
410	h	44	s	h-s
567	h	44	s	h-s
429	h	44	s	h-s
449	h	44	s	h-s
480	h	44	s	h-s
550	h	44	s	h-s
377	h	44	s	h-s
524	h	44	s	h-s
550	h	14	s	h-s
384	h	49	s	h-s
527	h	88	s	h-s
391	h	7	s	h-s
384	h	7	s	h-s
478	h	7	s	h-s
400	h	7	s	h-s
466	h	7	s	h-s
387	h	7	s	h-s
443	h	7	s	h-s
445	h	7	s	h-s
378	h	7	s	h-s
583	h	59	s	h-s
424	h	59	s	h-s
427	h	23	s	h-s
520	h	23	s	h-s
366	h	23	s	h-s
490	h	23	s	h-s
408	h	23	s	h-s
410	h	23	s	h-s
429	h	359	s	h-s
490	h	359	s	h-s
410	h	359	s	h-s
603	h	6	s	h-s
490	h	6	s	h-s
371	h	183	s	h-s
375	h	183	s	h-s
385	h	183	s	h-s
398	h	183	s	h-s
436	h	183	s	h-s
420	h	183	s	h-s
406	h	183	s	h-s
504	h	67	s	h-s
674	h	67	s	h-s
570	h	67	s	h-s
611	h	67	s	h-s
830	h	67	s	h-s
795	h	67	s	h-s
504	h	148	s	h-s
674	h	148	s	h-s
570	h	148	s	h-s
519	h	148	s	h-s
611	h	148	s	h-s
830	h	148	s	h-s
599	h	148	s	h-s
795	h	148	s	h-s
676	h	35	s	h-s
610	h	35	s	h-s
570	h	35	s	h-s
540	h	35	s	h-s
641	h	35	s	h-s
754	h	35	s	h-s
547	h	35	s	h-s
540	h	35	s	h-s
557	h	0	s	h-s
436	h	11	s	h-s
460	h	106	s	h-s
483	h	106	s	h-s
531	h	106	s	h-s
831	h	106	s	h-s
615	h	106	s	h-s
643	h	106	s	h-s
497	h	106	s	h-s
800	h	106	s	h-s
833	h	106	s	h-s
550	h	131	s	h-s
375	h	184	s	h-s
368	h	184	s	h-s
427	h	184	s	h-s
404	h	184	s	h-s
385	h	184	s	h-s
398	h	184	s	h-s
834	h	184	s	h-s
470	h	42	s	h-s
378	h	42	s	h-s
558	h	48	s	h-s
715	h	48	s	h-s
428	h	126	s	h-s
781	h	36	s	h-s
526	h	36	s	h-s
368	h	36	s	h-s
516	h	36	s	h-s
373	h	6	s	h-s
516	h	359	s	h-s
373	h	359	s	h-s
427	h	35	s	h-s
543	h	103	s	h-s
543	h	23	s	h-s
449	h	62	s	h-s
405	h	62	s	h-s
406	h	62	s	h-s
536	h	14	s	h-s
390	h	42	s	h-s
377	h	42	s	h-s
390	h	58	s	h-s
540	h	42	s	h-s
450	h	42	s	h-s
745	h	42	s	h-s
514	h	42	s	h-s
540	h	42	s	h-s
447	h	42	s	h-s
540	h	3	s	h-s
391	h	3	s	h-s
450	h	3	s	h-s
745	h	3	s	h-s
514	h	3	s	h-s
540	h	3	s	h-s
447	h	3	s	h-s
540	h	14	s	h-s
450	h	14	s	h-s
745	h	14	s	h-s
514	h	14	s	h-s
540	h	14	s	h-s
745	h	0	s	h-s
514	h	0	s	h-s
540	h	185	s	h-s
391	h	185	s	h-s
376	h	185	s	h-s
450	h	185	s	h-s
745	h	185	s	h-s
514	h	185	s	h-s
388	h	185	s	h-s
540	h	185	s	h-s
447	h	185	s	h-s
484	h	7	s	h-s
414	h	7	s	h-s
525	h	7	s	h-s
513	h	7	s	h-s
525	h	42	s	h-s
513	h	42	s	h-s
366	h	42	s	h-s
487	h	67	s	h-s
721	h	16	s	h-s
721	h	13	s	h-s
700	h	76	s	h-s
615	h	76	s	h-s
555	h	76	s	h-s
735	h	76	s	h-s
829	h	16	s	h-s
429	h	42	s	h-s
373	h	42	s	h-s
371	h	5	s	h-s
463	h	5	s	h-s
496	h	49	s	h-s
495	h	49	s	h-s
478	h	81	s	h-s
404	h	81	s	h-s
541	h	81	s	h-s
608	h	81	s	h-s
391	h	40	s	h-s
404	h	40	s	h-s
558	h	40	s	h-s
608	h	40	s	h-s
558	h	106	s	h-s
541	h	106	s	h-s
470	h	106	s	h-s
608	h	106	s	h-s
540	h	39	s	h-s
391	h	39	s	h-s
710	h	39	s	h-s
460	h	39	s	h-s
529	h	39	s	h-s
376	h	39	s	h-s
700	h	39	s	h-s
424	h	39	s	h-s
540	h	39	s	h-s
409	h	42	s	h-s
430	h	42	s	h-s
405	h	42	s	h-s
493	h	16	s	h-s
399	h	54	s	h-s
440	h	0	s	h-s
385	h	123	s	h-s
419	h	131	s	h-s
397	h	131	s	h-s
747	h	131	s	h-s
460	h	116	s	h-s
461	h	116	s	h-s
747	h	116	s	h-s
615	h	98	s	h-s
795	h	98	s	h-s
417	h	14	s	h-s
615	h	14	s	h-s
795	h	14	s	h-s
376	h	92	s	h-s
417	h	92	s	h-s
400	h	92	s	h-s
615	h	92	s	h-s
387	h	92	s	h-s
795	h	92	s	h-s
405	h	92	s	h-s
835	h	24	s	h-s
420	h	10	s	h-s
420	h	48	s	h-s
404	h	131	s	h-s
387	h	131	s	h-s
470	h	131	s	h-s
384	h	122	s	h-s
601	h	122	s	h-s
836	h	122	s	h-s
427	h	122	s	h-s
404	h	122	s	h-s
507	h	122	s	h-s
445	h	122	s	h-s
438	h	122	s	h-s
440	h	39	s	h-s
610	h	39	s	h-s
398	h	39	s	h-s
471	h	3	s	h-s
386	h	3	s	h-s
389	h	3	s	h-s
520	h	98	s	h-s
726	h	98	s	h-s
397	h	98	s	h-s
837	h	3	s	h-s
490	h	3	s	h-s
515	h	3	s	h-s
837	h	11	s	h-s
490	h	11	s	h-s
515	h	11	s	h-s
507	h	20	s	h-s
837	h	20	s	h-s
490	h	20	s	h-s
515	h	20	s	h-s
439	h	11	s	h-s
549	h	11	s	h-s
471	h	11	s	h-s
441	h	11	s	h-s
378	h	11	s	h-s
561	h	21	s	h-s
838	h	21	s	h-s
479	h	21	s	h-s
576	h	21	s	h-s
707	h	21	s	h-s
765	h	21	s	h-s
730	h	21	s	h-s
418	h	21	s	h-s
437	h	21	s	h-s
536	h	21	s	h-s
391	h	77	s	h-s
390	h	77	s	h-s
385	h	20	s	h-s
593	h	14	s	h-s
490	h	82	s	h-s
737	h	68	s	h-s
413	h	68	s	h-s
376	h	68	s	h-s
400	h	68	s	h-s
644	h	63	s	h-s
391	h	105	s	h-s
384	h	105	s	h-s
376	h	105	s	h-s
400	h	105	s	h-s
398	h	105	s	h-s
566	h	36	s	h-s
604	h	36	s	h-s
419	h	31	s	h-s
383	h	169	s	h-s
375	h	169	s	h-s
419	h	169	s	h-s
386	h	169	s	h-s
781	h	8	s	h-s
439	h	8	s	h-s
441	h	8	s	h-s
607	h	8	s	h-s
493	h	98	s	h-s
368	h	169	s	h-s
427	h	169	s	h-s
448	h	169	s	h-s
398	h	169	s	h-s
366	h	169	s	h-s
515	h	169	s	h-s
383	h	137	s	h-s
391	h	137	s	h-s
641	h	137	s	h-s
431	h	137	s	h-s
645	h	137	s	h-s
411	h	137	s	h-s
460	h	137	s	h-s
376	h	137	s	h-s
496	h	137	s	h-s
423	h	137	s	h-s
547	h	137	s	h-s
564	h	137	s	h-s
447	h	137	s	h-s
383	h	102	s	h-s
641	h	102	s	h-s
431	h	102	s	h-s
645	h	102	s	h-s
460	h	102	s	h-s
496	h	102	s	h-s
547	h	102	s	h-s
564	h	102	s	h-s
470	h	102	s	h-s
383	h	29	s	h-s
641	h	29	s	h-s
431	h	29	s	h-s
645	h	29	s	h-s
460	h	29	s	h-s
496	h	29	s	h-s
423	h	29	s	h-s
564	h	29	s	h-s
383	h	5	s	h-s
641	h	5	s	h-s
431	h	5	s	h-s
423	h	5	s	h-s
430	h	7	s	h-s
440	h	8	s	h-s
471	h	43	s	h-s
430	h	43	s	h-s
594	h	43	s	h-s
456	h	23	s	h-s
454	h	9	s	h-s
635	h	9	s	h-s
454	h	186	s	h-s
635	h	186	s	h-s
510	h	164	s	h-s
476	h	164	s	h-s
387	h	164	s	h-s
807	h	164	s	h-s
460	h	104	s	h-s
577	h	104	s	h-s
440	h	104	s	h-s
461	h	104	s	h-s
426	h	104	s	h-s
460	h	5	s	h-s
577	h	5	s	h-s
461	h	5	s	h-s
577	h	2	s	h-s
527	h	6	s	h-s
718	h	6	s	h-s
645	h	6	s	h-s
450	h	6	s	h-s
530	h	6	s	h-s
791	h	6	s	h-s
535	h	6	s	h-s
725	h	6	s	h-s
480	h	65	s	h-s
561	h	187	s	h-s
414	h	187	s	h-s
375	h	187	s	h-s
369	h	187	s	h-s
376	h	187	s	h-s
610	h	187	s	h-s
531	h	187	s	h-s
393	h	187	s	h-s
396	h	187	s	h-s
388	h	187	s	h-s
454	h	187	s	h-s
815	h	35	s	h-s
731	h	35	s	h-s
370	h	40	s	h-s
414	h	40	s	h-s
450	h	40	s	h-s
370	h	98	s	h-s
414	h	98	s	h-s
459	h	35	s	h-s
384	h	35	s	h-s
520	h	43	s	h-s
587	h	43	s	h-s
520	h	149	s	h-s
587	h	149	s	h-s
495	h	149	s	h-s
426	h	149	s	h-s
378	h	149	s	h-s
371	h	55	s	h-s
406	h	55	s	h-s
660	h	79	s	h-s
658	h	79	s	h-s
413	h	79	s	h-s
730	h	79	s	h-s
530	h	79	s	h-s
545	h	79	s	h-s
660	h	16	s	h-s
658	h	16	s	h-s
413	h	16	s	h-s
730	h	16	s	h-s
530	h	16	s	h-s
545	h	16	s	h-s
520	h	16	s	h-s
660	h	16	s	h-s
623	h	16	s	h-s
368	h	94	s	h-s
383	h	17	s	h-s
414	h	77	s	h-s
404	h	77	s	h-s
575	h	77	s	h-s
563	h	77	s	h-s
396	h	77	s	h-s
516	h	126	s	h-s
445	h	27	s	h-s
700	h	18	s	h-s
700	h	67	s	h-s
520	h	67	s	h-s
700	h	57	s	h-s
467	h	57	s	h-s
476	h	18	s	h-s
468	h	18	s	h-s
384	h	18	s	h-s
496	h	18	s	h-s
417	h	18	s	h-s
428	h	18	s	h-s
499	h	18	s	h-s
476	h	168	s	h-s
468	h	168	s	h-s
375	h	168	s	h-s
384	h	168	s	h-s
376	h	168	s	h-s
496	h	168	s	h-s
417	h	168	s	h-s
428	h	168	s	h-s
423	h	168	s	h-s
583	h	168	s	h-s
499	h	168	s	h-s
426	h	168	s	h-s
468	h	19	s	h-s
384	h	19	s	h-s
583	h	19	s	h-s
499	h	19	s	h-s
583	h	20	s	h-s
519	h	88	s	h-s
487	h	359	s	h-s
567	h	52	s	h-s
406	h	52	s	h-s
360	h	39	s	h-s
460	h	39	s	h-s
549	h	39	s	h-s
446	h	39	s	h-s
461	h	39	s	h-s
377	h	39	s	h-s
360	h	104	s	h-s
549	h	104	s	h-s
446	h	104	s	h-s
744	h	5	s	h-s
581	h	53	s	h-s
665	h	84	s	h-s
599	h	45	s	h-s
383	h	172	s	h-s
460	h	172	s	h-s
616	h	172	s	h-s
440	h	172	s	h-s
655	h	172	s	h-s
387	h	172	s	h-s
461	h	172	s	h-s
430	h	172	s	h-s
405	h	172	s	h-s
520	h	82	s	h-s
543	h	82	s	h-s
360	h	124	s	h-s
414	h	124	s	h-s
363	h	124	s	h-s
398	h	124	s	h-s
365	h	124	s	h-s
409	h	124	s	h-s
360	h	157	s	h-s
414	h	157	s	h-s
363	h	157	s	h-s
398	h	157	s	h-s
365	h	157	s	h-s
409	h	157	s	h-s
546	h	47	s	h-s
394	h	47	s	h-s
515	h	47	s	h-s
579	h	53	s	h-s
826	h	53	s	h-s
827	h	53	s	h-s
394	h	53	s	h-s
515	h	53	s	h-s
410	h	104	s	h-s
388	h	104	s	h-s
410	h	67	s	h-s
463	h	74	s	h-s
440	h	74	s	h-s
385	h	74	s	h-s
409	h	74	s	h-s
839	h	74	s	h-s
676	h	40	s	h-s
676	h	14	s	h-s
468	h	53	s	h-s
721	h	65	s	h-s
448	h	65	s	h-s
440	h	65	s	h-s
495	h	65	s	h-s
635	h	65	s	h-s
721	h	27	s	h-s
448	h	27	s	h-s
440	h	27	s	h-s
367	h	27	s	h-s
438	h	27	s	h-s
495	h	27	s	h-s
635	h	27	s	h-s
406	h	27	s	h-s
668	h	53	s	h-s
560	h	53	s	h-s
784	h	53	s	h-s
540	h	7	s	h-s
669	h	7	s	h-s
504	h	7	s	h-s
460	h	7	s	h-s
403	h	7	s	h-s
686	h	7	s	h-s
540	h	7	s	h-s
461	h	7	s	h-s
669	h	14	s	h-s
504	h	14	s	h-s
686	h	14	s	h-s
403	h	0	s	h-s
686	h	0	s	h-s
459	h	54	s	h-s
744	h	67	s	h-s
514	h	67	s	h-s
743	h	14	s	h-s
510	h	42	s	h-s
440	h	75	s	h-s
385	h	75	s	h-s
387	h	75	s	h-s
388	h	75	s	h-s
454	h	16	s	h-s
414	h	154	s	h-s
449	h	154	s	h-s
440	h	154	s	h-s
385	h	154	s	h-s
387	h	154	s	h-s
388	h	154	s	h-s
454	h	154	s	h-s
377	h	154	s	h-s
789	h	88	s	h-s
744	h	88	s	h-s
840	h	88	s	h-s
664	h	88	s	h-s
789	h	24	s	h-s
744	h	24	s	h-s
840	h	24	s	h-s
664	h	24	s	h-s
789	h	188	s	h-s
744	h	188	s	h-s
840	h	188	s	h-s
664	h	188	s	h-s
789	h	33	s	h-s
744	h	33	s	h-s
840	h	33	s	h-s
664	h	33	s	h-s
789	h	15	s	h-s
744	h	15	s	h-s
840	h	15	s	h-s
664	h	15	s	h-s
468	h	156	s	h-s
713	h	156	s	h-s
471	h	156	s	h-s
714	h	156	s	h-s
458	h	156	s	h-s
715	h	156	s	h-s
700	h	24	s	h-s
410	h	120	s	h-s
507	h	120	s	h-s
508	h	77	s	h-s
368	h	77	s	h-s
658	h	77	s	h-s
361	h	77	s	h-s
393	h	77	s	h-s
659	h	77	s	h-s
386	h	53	s	h-s
391	h	70	s	h-s
437	h	359	s	h-s
840	h	45	s	h-s
561	h	78	s	h-s
433	h	78	s	h-s
530	h	78	s	h-s
513	h	78	s	h-s
750	h	78	s	h-s
383	h	57	s	h-s
660	h	57	s	h-s
431	h	57	s	h-s
468	h	57	s	h-s
469	h	57	s	h-s
731	h	57	s	h-s
570	h	57	s	h-s
547	h	57	s	h-s
587	h	57	s	h-s
660	h	57	s	h-s
733	h	57	s	h-s
687	h	57	s	h-s
378	h	57	s	h-s
463	h	78	s	h-s
450	h	78	s	h-s
399	h	78	s	h-s
599	h	78	s	h-s
563	h	78	s	h-s
443	h	78	s	h-s
420	h	78	s	h-s
375	h	99	s	h-s
384	h	99	s	h-s
400	h	99	s	h-s
385	h	99	s	h-s
387	h	99	s	h-s
401	h	99	s	h-s
430	h	99	s	h-s
414	h	12	s	h-s
384	h	12	s	h-s
390	h	12	s	h-s
721	h	72	s	h-s
369	h	72	s	h-s
427	h	72	s	h-s
480	h	72	s	h-s
398	h	72	s	h-s
390	h	72	s	h-s
406	h	72	s	h-s
726	h	79	s	h-s
426	h	79	s	h-s
726	h	67	s	h-s
726	h	11	s	h-s
385	h	3	s	h-s
385	h	4	s	h-s
368	h	10	s	h-s
427	h	10	s	h-s
369	h	51	s	h-s
404	h	65	s	h-s
369	h	189	s	h-s
413	h	189	s	h-s
680	h	52	s	h-s
481	h	52	s	h-s
400	h	10	s	h-s
418	h	10	s	h-s
420	h	10	s	h-s
767	h	10	s	h-s
414	h	117	s	h-s
400	h	117	s	h-s
513	h	117	s	h-s
418	h	117	s	h-s
420	h	117	s	h-s
767	h	117	s	h-s
513	h	359	s	h-s
418	h	359	s	h-s
767	h	359	s	h-s
360	h	154	s	h-s
400	h	154	s	h-s
513	h	154	s	h-s
418	h	154	s	h-s
420	h	154	s	h-s
767	h	154	s	h-s
820	h	58	s	h-s
821	h	58	s	h-s
527	h	42	s	h-s
718	h	42	s	h-s
531	h	42	s	h-s
533	h	42	s	h-s
503	h	42	s	h-s
587	h	42	s	h-s
535	h	42	s	h-s
444	h	42	s	h-s
379	h	53	s	h-s
680	h	53	s	h-s
379	h	67	s	h-s
841	h	67	s	h-s
380	h	67	s	h-s
360	h	14	s	h-s
610	h	14	s	h-s
390	h	14	s	h-s
677	h	14	s	h-s
685	h	14	s	h-s
839	h	14	s	h-s
610	h	5	s	h-s
454	h	5	s	h-s
677	h	5	s	h-s
685	h	5	s	h-s
839	h	5	s	h-s
463	h	35	s	h-s
684	h	35	s	h-s
537	h	190	s	h-s
371	h	190	s	h-s
375	h	190	s	h-s
400	h	190	s	h-s
387	h	190	s	h-s
426	h	190	s	h-s
406	h	190	s	h-s
537	h	16	s	h-s
537	h	11	s	h-s
400	h	11	s	h-s
760	h	46	s	h-s
843	h	46	s	h-s
681	h	20	s	h-s
510	h	42	s	h-s
428	h	42	s	h-s
550	h	70	s	h-s
450	h	70	s	h-s
400	h	70	s	h-s
393	h	70	s	h-s
531	h	9	s	h-s
588	h	9	s	h-s
563	h	9	s	h-s
493	h	9	s	h-s
436	h	9	s	h-s
844	h	9	s	h-s
531	h	62	s	h-s
493	h	62	s	h-s
436	h	62	s	h-s
454	h	62	s	h-s
844	h	62	s	h-s
531	h	10	s	h-s
563	h	10	s	h-s
493	h	10	s	h-s
436	h	10	s	h-s
844	h	10	s	h-s
531	h	359	s	h-s
588	h	359	s	h-s
844	h	359	s	h-s
531	h	154	s	h-s
588	h	154	s	h-s
563	h	154	s	h-s
493	h	154	s	h-s
436	h	154	s	h-s
844	h	154	s	h-s
414	h	134	s	h-s
450	h	134	s	h-s
440	h	134	s	h-s
400	h	134	s	h-s
424	h	134	s	h-s
406	h	41	s	h-s
408	h	42	s	h-s
406	h	42	s	h-s
525	h	75	s	h-s
408	h	75	s	h-s
525	h	23	s	h-s
471	h	13	s	h-s
726	h	13	s	h-s
624	h	13	s	h-s
624	h	0	s	h-s
394	h	3	s	h-s
498	h	3	s	h-s
721	h	175	s	h-s
487	h	175	s	h-s
546	h	29	s	h-s
808	h	29	s	h-s
741	h	191	s	h-s
660	h	191	s	h-s
420	h	191	s	h-s
561	h	96	s	h-s
379	h	96	s	h-s
549	h	96	s	h-s
420	h	96	s	h-s
490	h	96	s	h-s
561	h	122	s	h-s
561	h	180	s	h-s
379	h	180	s	h-s
549	h	180	s	h-s
420	h	180	s	h-s
490	h	180	s	h-s
561	h	8	s	h-s
529	h	24	s	h-s
533	h	24	s	h-s
535	h	24	s	h-s
460	h	55	s	h-s
398	h	55	s	h-s
495	h	55	s	h-s
747	h	55	s	h-s
567	h	53	s	h-s
510	h	53	s	h-s
447	h	53	s	h-s
553	h	24	s	h-s
454	h	63	s	h-s
384	h	69	s	h-s
449	h	69	s	h-s
524	h	69	s	h-s
391	h	84	s	h-s
745	h	84	s	h-s
529	h	65	s	h-s
529	h	53	s	h-s
529	h	76	s	h-s
447	h	76	s	h-s
504	h	116	s	h-s
533	h	116	s	h-s
489	h	116	s	h-s
508	h	123	s	h-s
371	h	123	s	h-s
407	h	123	s	h-s
588	h	123	s	h-s
380	h	123	s	h-s
454	h	123	s	h-s
420	h	123	s	h-s
780	h	3	s	h-s
403	h	3	s	h-s
454	h	42	s	h-s
540	h	24	s	h-s
450	h	24	s	h-s
451	h	24	s	h-s
540	h	24	s	h-s
540	h	22	s	h-s
383	h	22	s	h-s
414	h	22	s	h-s
460	h	22	s	h-s
450	h	22	s	h-s
656	h	22	s	h-s
451	h	22	s	h-s
385	h	22	s	h-s
657	h	22	s	h-s
540	h	22	s	h-s
461	h	22	s	h-s
845	h	0	s	h-s
630	h	53	s	h-s
360	h	53	s	h-s
710	h	53	s	h-s
630	h	52	s	h-s
575	h	52	s	h-s
710	h	52	s	h-s
460	h	12	s	h-s
449	h	12	s	h-s
493	h	12	s	h-s
501	h	16	s	h-s
484	h	43	s	h-s
418	h	43	s	h-s
380	h	43	s	h-s
401	h	43	s	h-s
420	h	43	s	h-s
408	h	43	s	h-s
409	h	43	s	h-s
410	h	43	s	h-s
624	h	43	s	h-s
367	h	76	s	h-s
407	h	0	s	h-s
516	h	22	s	h-s
389	h	22	s	h-s
561	h	3	s	h-s
588	h	3	s	h-s
493	h	3	s	h-s
454	h	3	s	h-s
561	h	34	s	h-s
540	h	34	s	h-s
371	h	34	s	h-s
414	h	34	s	h-s
375	h	34	s	h-s
460	h	34	s	h-s
376	h	34	s	h-s
385	h	34	s	h-s
588	h	34	s	h-s
398	h	34	s	h-s
493	h	34	s	h-s
424	h	34	s	h-s
540	h	34	s	h-s
454	h	34	s	h-s
370	h	34	s	h-s
461	h	34	s	h-s
430	h	34	s	h-s
406	h	34	s	h-s
561	h	20	s	h-s
540	h	20	s	h-s
588	h	20	s	h-s
493	h	20	s	h-s
540	h	20	s	h-s
454	h	20	s	h-s
370	h	20	s	h-s
375	h	192	s	h-s
549	h	192	s	h-s
440	h	192	s	h-s
726	h	192	s	h-s
655	h	192	s	h-s
565	h	192	s	h-s
846	h	100	s	h-s
846	h	112	s	h-s
379	h	193	s	h-s
486	h	193	s	h-s
427	h	193	s	h-s
399	h	193	s	h-s
400	h	193	s	h-s
513	h	193	s	h-s
698	h	193	s	h-s
398	h	193	s	h-s
607	h	193	s	h-s
366	h	193	s	h-s
490	h	193	s	h-s
408	h	193	s	h-s
409	h	193	s	h-s
410	h	193	s	h-s
429	h	65	s	h-s
444	h	65	s	h-s
446	h	65	s	h-s
377	h	65	s	h-s
589	h	8	s	h-s
443	h	162	s	h-s
447	h	162	s	h-s
731	h	36	s	h-s
787	h	36	s	h-s
733	h	36	s	h-s
787	h	0	s	h-s
847	h	108	s	h-s
514	h	108	s	h-s
847	h	26	s	h-s
514	h	26	s	h-s
666	h	93	s	h-s
780	h	133	s	h-s
504	h	133	s	h-s
519	h	133	s	h-s
420	h	133	s	h-s
490	h	133	s	h-s
408	h	133	s	h-s
410	h	133	s	h-s
460	h	43	s	h-s
655	h	43	s	h-s
681	h	43	s	h-s
746	h	43	s	h-s
848	h	43	s	h-s
461	h	43	s	h-s
368	h	20	s	h-s
471	h	20	s	h-s
655	h	20	s	h-s
746	h	20	s	h-s
848	h	20	s	h-s
520	h	66	s	h-s
495	h	66	s	h-s
426	h	66	s	h-s
561	h	94	s	h-s
510	h	94	s	h-s
540	h	94	s	h-s
667	h	94	s	h-s
573	h	94	s	h-s
460	h	94	s	h-s
433	h	94	s	h-s
529	h	94	s	h-s
427	h	94	s	h-s
496	h	94	s	h-s
530	h	94	s	h-s
849	h	94	s	h-s
471	h	94	s	h-s
435	h	94	s	h-s
550	h	94	s	h-s
665	h	94	s	h-s
700	h	94	s	h-s
420	h	94	s	h-s
540	h	94	s	h-s
637	h	94	s	h-s
470	h	94	s	h-s
574	h	94	s	h-s
461	h	94	s	h-s
819	h	94	s	h-s
561	h	162	s	h-s
510	h	162	s	h-s
540	h	162	s	h-s
391	h	162	s	h-s
641	h	162	s	h-s
667	h	162	s	h-s
573	h	162	s	h-s
460	h	162	s	h-s
433	h	162	s	h-s
529	h	162	s	h-s
427	h	162	s	h-s
496	h	162	s	h-s
530	h	162	s	h-s
849	h	162	s	h-s
471	h	162	s	h-s
435	h	162	s	h-s
428	h	162	s	h-s
550	h	162	s	h-s
400	h	162	s	h-s
665	h	162	s	h-s
547	h	162	s	h-s
700	h	162	s	h-s
420	h	162	s	h-s
540	h	162	s	h-s
637	h	162	s	h-s
470	h	162	s	h-s
574	h	162	s	h-s
461	h	162	s	h-s
819	h	162	s	h-s
561	h	35	s	h-s
510	h	35	s	h-s
667	h	35	s	h-s
460	h	35	s	h-s
433	h	35	s	h-s
529	h	35	s	h-s
530	h	35	s	h-s
849	h	35	s	h-s
471	h	35	s	h-s
435	h	35	s	h-s
550	h	35	s	h-s
665	h	35	s	h-s
700	h	35	s	h-s
637	h	35	s	h-s
574	h	35	s	h-s
461	h	35	s	h-s
819	h	35	s	h-s
447	h	35	s	h-s
667	h	5	s	h-s
573	h	5	s	h-s
849	h	5	s	h-s
665	h	5	s	h-s
574	h	5	s	h-s
819	h	5	s	h-s
376	h	153	s	h-s
740	h	153	s	h-s
480	h	153	s	h-s
850	h	153	s	h-s
410	h	153	s	h-s
666	h	111	s	h-s
666	h	16	s	h-s
708	h	8	s	h-s
429	h	8	s	h-s
530	h	8	s	h-s
850	h	8	s	h-s
444	h	8	s	h-s
536	h	8	s	h-s
438	h	8	s	h-s
447	h	8	s	h-s
478	h	17	s	h-s
508	h	56	s	h-s
463	h	56	s	h-s
486	h	56	s	h-s
487	h	56	s	h-s
530	h	56	s	h-s
763	h	56	s	h-s
519	h	56	s	h-s
364	h	56	s	h-s
540	h	56	s	h-s
508	h	14	s	h-s
486	h	14	s	h-s
487	h	14	s	h-s
530	h	14	s	h-s
763	h	14	s	h-s
364	h	14	s	h-s
433	h	359	s	h-s
486	h	359	s	h-s
763	h	359	s	h-s
519	h	359	s	h-s
508	h	194	s	h-s
540	h	194	s	h-s
484	h	194	s	h-s
463	h	194	s	h-s
375	h	194	s	h-s
433	h	194	s	h-s
486	h	194	s	h-s
487	h	194	s	h-s
530	h	194	s	h-s
763	h	194	s	h-s
519	h	194	s	h-s
364	h	194	s	h-s
490	h	194	s	h-s
540	h	194	s	h-s
408	h	194	s	h-s
454	h	194	s	h-s
409	h	194	s	h-s
410	h	194	s	h-s
486	h	0	s	h-s
763	h	0	s	h-s
478	h	41	s	h-s
851	h	98	s	h-s
443	h	73	s	h-s
369	h	111	s	h-s
470	h	111	s	h-s
436	h	111	s	h-s
495	h	111	s	h-s
377	h	111	s	h-s
853	h	79	s	h-s
853	h	42	s	h-s
413	h	6	s	h-s
427	h	98	s	h-s
471	h	98	s	h-s
540	h	102	s	h-s
854	h	102	s	h-s
731	h	102	s	h-s
643	h	102	s	h-s
520	h	102	s	h-s
795	h	102	s	h-s
733	h	102	s	h-s
540	h	102	s	h-s
610	h	30	s	h-s
360	h	24	s	h-s
561	h	24	s	h-s
460	h	24	s	h-s
456	h	24	s	h-s
399	h	24	s	h-s
546	h	24	s	h-s
519	h	24	s	h-s
715	h	24	s	h-s
366	h	24	s	h-s
699	h	24	s	h-s
536	h	24	s	h-s
584	h	24	s	h-s
635	h	24	s	h-s
360	h	97	s	h-s
440	h	97	s	h-s
825	h	97	s	h-s
450	h	24	s	h-s
693	h	24	s	h-s
694	h	24	s	h-s
397	h	158	s	h-s
578	h	0	s	h-s
410	h	169	s	h-s
445	h	169	s	h-s
427	h	3	s	h-s
510	h	195	s	h-s
375	h	195	s	h-s
529	h	195	s	h-s
376	h	195	s	h-s
745	h	195	s	h-s
599	h	195	s	h-s
684	h	195	s	h-s
570	h	16	s	h-s
703	h	65	s	h-s
517	h	65	s	h-s
395	h	65	s	h-s
524	h	65	s	h-s
726	h	14	s	h-s
474	h	14	s	h-s
460	h	156	s	h-s
487	h	156	s	h-s
427	h	156	s	h-s
449	h	156	s	h-s
417	h	156	s	h-s
588	h	156	s	h-s
619	h	156	s	h-s
619	h	16	s	h-s
476	h	102	s	h-s
504	h	102	s	h-s
567	h	102	s	h-s
377	h	102	s	h-s
519	h	6	s	h-s
540	h	6	s	h-s
718	h	35	s	h-s
460	h	35	s	h-s
519	h	35	s	h-s
540	h	196	s	h-s
718	h	196	s	h-s
460	h	196	s	h-s
376	h	196	s	h-s
